numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-00168,CL-00204,BU-01,Lost,TY-04,0.0,0.0,0.23,RE-02,TE-01,IN-39,2021-11-29,2022-04-20,142.0,LS-31,NV-2
OP-00169,CL-00870,BU-03,Lost,TY-04,246008.38,694268.71,0.25,RE-01,TE-01,IN-18,2021-12-16,2022-04-28,133.0,LS-20,NV-4
OP-00170,CL-00666,BU-05,Lost,TY-04,123547.57,350051.45,0.12,RE-02,TE-11,IN-30,2017-03-24,2018-03-02,343.0,LS-31,NV-4
OP-00171,CL-00877,BU-05,Lost,TY-04,239201.82,239201.82,0.18,RE-02,TE-06,IN-27,2022-05-15,2023-07-01,412.0,LS-34,NV-0
OP-00172,CL-00666,BU-05,Lost,TY-04,155420.18,420321.36,0.26,RE-02,TE-13,IN-19,2020-09-29,2021-08-19,324.0,LS-09,NV-4
OP-00173,CL-00877,BU-05,Lost,TY-04,7049647.22,7049647.22,0.12,RE-02,TE-10,IN-35,2017-01-15,2017-12-24,343.0,LS-17,NV-3
OP-00174,CL-00242,BU-03,S2,TY-05,986256.06,1944730.27,0.3,RE-01,TE-04,IN-29,2023-06-25,2023-12-08,73.0,LS-12,NV-3
OP-00175,CL-00666,BU-05,Lost,TY-04,178266.94,243091.28,0.28,RE-02,TE-04,IN-48,2020-11-05,2021-05-31,207.0,LS-03,NV-0
OP-00176,CL-00242,BU-03,S5,TY-00,35646.91,35646.91,0.07,RE-01,TE-11,IN-02,2023-08-05,2024-02-12,99.0,LS-26,NV-0
OP-00177,CL-00578,BU-05,Won,TY-00,1439.1,1439.1,0.21,RE-02,TE-13,IN-12,2018-10-13,2018-10-13,0.0,LS-05,NV-0
OP-00178,CL-00242,BU-03,S4,TY-00,95291.78,95291.78,0.12,RE-01,TE-04,IN-26,2023-10-16,2023-12-08,21.0,LS-09,NV-2
OP-00179,CL-00242,BU-03,S4,TY-03,1098772.6,1098772.6,0.14,RE-01,TE-00,IN-61,2022-07-26,2023-09-26,395.0,LS-01,NV-0
OP-00180,CL-00578,BU-05,Won,TY-00,899.44,899.44,0.19,RE-02,TE-15,IN-59,2020-11-03,2020-11-03,0.0,LS-27,NV-2
OP-00181,CL-00578,BU-05,Won,TY-04,90682.77,162560.0,0.1,RE-02,TE-13,IN-63,2020-02-15,2020-08-05,172.0,LS-03,NV-4
OP-00182,CL-01136,BU-03,Lost,TY-05,0.0,2581110.7,0.21,RE-01,TE-00,IN-31,2017-03-08,2018-04-19,407.0,LS-08,NV-4
OP-00183,CL-00578,BU-05,Won,TY-00,7195.5,7195.5,0.15,RE-02,TE-03,IN-55,2022-01-02,2022-01-02,0.0,LS-35,NV-0
OP-00184,CL-00242,BU-03,Lost,TY-00,57369.54,57369.54,0.08,RE-01,TE-12,IN-20,2022-12-14,2023-06-30,198.0,LS-25,NV-2
OP-00185,CL-00242,BU-03,Won,TY-00,30251.25,30251.25,0.25,RE-01,TE-01,IN-00,2023-02-15,2023-05-22,96.0,LS-21,NV-0
OP-00186,CL-00578,BU-05,Lost,TY-05,145854.77,145854.77,0.18,RE-02,TE-07,IN-32,2021-06-20,2021-11-17,150.0,LS-30,NV-4
OP-00187,CL-00797,BU-07,Won,TY-00,554505.58,554505.58,0.06,RE-03,TE-00,IN-52,2019-11-17,2021-11-12,726.0,LS-27,NV-1
OP-00188,CL-00242,BU-03,Won,TY-00,21823.76,21823.76,0.18,RE-01,TE-13,IN-41,2022-09-26,2023-05-13,229.0,LS-12,NV-4
OP-00189,CL-00578,BU-05,Lost,TY-04,1118219.9,3160186.68,0.11,RE-02,TE-05,IN-24,2021-03-23,2021-10-30,221.0,LS-23,NV-0
OP-00190,CL-00797,BU-07,Won,TY-04,4387702.32,8253380.96,0.13,RE-03,TE-07,IN-35,2017-11-22,2019-08-27,643.0,LS-26,NV-4
OP-00191,CL-00242,BU-03,Won,TY-00,3214.64,3214.64,0.29,RE-01,TE-01,IN-58,2022-08-19,2023-02-24,189.0,LS-08,NV-3
OP-00192,CL-00578,BU-05,Lost,TY-05,98597.82,98597.82,0.11,RE-02,TE-13,IN-37,2021-04-20,2021-07-05,76.0,LS-34,NV-0
OP-00193,CL-00797,BU-07,Lost,TY-04,2527867.3,5244355.1,0.16,RE-03,TE-03,IN-42,2017-02-03,2019-08-12,920.0,LS-25,NV-4
OP-00194,CL-00242,BU-03,Won,TY-00,52993.9,52993.9,0.14,RE-01,TE-04,IN-20,2022-12-09,2023-03-20,101.0,LS-22,NV-3
OP-00195,CL-00578,BU-05,Won,TY-00,3597.75,3597.75,0.08,RE-02,TE-05,IN-28,2021-06-11,2021-06-11,0.0,LS-02,NV-4
OP-00196,CL-00797,BU-07,Lost,TY-05,1873761.55,1873761.55,0.15,RE-03,TE-05,IN-35,2021-08-20,2023-08-26,736.0,LS-08,NV-4
OP-00197,CL-00242,BU-03,Lost,TY-00,2892.79,2892.79,0.19,RE-01,TE-00,IN-62,2022-10-14,2023-01-17,95.0,LS-06,NV-2
OP-00198,CL-00578,BU-05,Won,TY-05,145854.77,145854.77,0.05,RE-02,TE-11,IN-52,2020-10-30,2021-01-24,86.0,LS-08,NV-0
OP-00199,CL-01204,BU-07,Lost,TY-05,49548.67,49548.67,0.26,RE-03,TE-10,IN-35,2022-02-28,2022-04-15,46.0,LS-24,NV-2
OP-00200,CL-00578,BU-05,Lost,TY-05,486182.57,972365.13,0.1,RE-02,TE-14,IN-48,2021-12-03,2022-07-07,216.0,LS-31,NV-1
OP-00201,CL-01204,BU-07,Won,TY-04,20658.13,41316.26,0.17,RE-03,TE-01,IN-23,2019-08-14,2020-03-14,213.0,LS-16,NV-1
OP-00202,CL-00242,BU-03,Won,TY-05,72927.39,72927.39,0.07,RE-01,TE-11,IN-04,2022-10-14,2022-10-14,0.0,LS-24,NV-1
OP-00203,CL-00578,BU-05,Won,TY-00,17988.75,17988.75,0.21,RE-02,TE-06,IN-08,2019-11-06,2020-01-29,84.0,LS-02,NV-2
OP-00204,CL-00242,BU-03,Won,TY-05,936193.15,936193.15,0.21,RE-01,TE-02,IN-23,2022-02-06,2022-11-17,284.0,LS-01,NV-3
OP-00205,CL-00578,BU-05,Won,TY-00,3597.75,3597.75,0.17,RE-02,TE-03,IN-61,2019-12-08,2019-12-08,0.0,LS-05,NV-2
OP-00206,CL-00242,BU-03,Lost,TY-00,46673.53,46673.53,0.12,RE-01,TE-01,IN-39,2022-01-05,2022-08-11,218.0,LS-16,NV-4
OP-00207,CL-00578,BU-05,Won,TY-00,539.66,539.66,0.12,RE-02,TE-03,IN-39,2019-07-30,2019-07-30,0.0,LS-00,NV-3
OP-00208,CL-00857,BU-04,Lost,TY-04,40839.34,64176.1,0.28,RE-02,TE-13,IN-03,2017-06-05,2017-10-29,146.0,LS-30,NV-2
OP-00209,CL-00242,BU-03,Lost,TY-00,125881.42,125881.42,0.27,RE-01,TE-12,IN-45,2022-02-28,2022-11-06,251.0,LS-26,NV-3
OP-00210,CL-00671,BU-05,Lost,TY-04,82651.04,82651.04,0.24,RE-02,TE-08,IN-33,2021-07-08,2021-10-14,98.0,LS-04,NV-3
OP-00211,CL-00857,BU-04,Lost,TY-04,43756.43,43756.43,0.14,RE-02,TE-11,IN-19,2017-10-11,2018-01-12,93.0,LS-04,NV-2
OP-00212,CL-00242,BU-03,Lost,TY-00,100153.61,100153.61,0.25,RE-01,TE-14,IN-45,2022-02-27,2022-06-11,104.0,LS-14,NV-1
OP-00213,CL-01128,BU-05,Lost,TY-04,1261446.66,3889460.53,0.17,RE-02,TE-13,IN-57,2020-03-26,2022-02-03,679.0,LS-24,NV-3
OP-00214,CL-00857,BU-04,Lost,TY-04,24309.13,24309.13,0.22,RE-02,TE-03,IN-16,2017-09-28,2017-12-30,93.0,LS-03,NV-4
OP-00215,CL-00242,BU-03,Lost,TY-05,1784866.85,3062950.17,0.24,RE-01,TE-04,IN-40,2021-12-18,2022-04-10,113.0,LS-11,NV-1
OP-00216,CL-00293,BU-05,Lost,TY-04,113530.2,350051.45,0.25,RE-02,TE-08,IN-08,2020-01-14,2020-06-28,166.0,LS-03,NV-1
OP-00217,CL-00857,BU-04,Lost,TY-04,145854.77,145854.77,0.19,RE-02,TE-01,IN-21,2017-09-19,2017-12-21,93.0,LS-16,NV-2
OP-00218,CL-00242,BU-03,Lost,TY-05,3557884.02,6249390.71,0.3,RE-01,TE-14,IN-20,2022-01-21,2022-04-29,98.0,LS-04,NV-2
OP-00219,CL-00282,BU-05,Lost,TY-04,1371320.83,3573441.87,0.26,RE-00,TE-01,IN-38,2019-10-30,2020-11-03,370.0,LS-31,NV-2
OP-00220,CL-00857,BU-04,Lost,TY-04,30104.42,30104.42,0.23,RE-02,TE-12,IN-32,2017-07-13,2018-01-11,182.0,LS-32,NV-2
OP-00221,CL-00242,BU-03,Lost,TY-05,1226930.33,2941404.53,0.26,RE-01,TE-03,IN-04,2022-03-01,2022-04-12,42.0,LS-10,NV-4
OP-00222,CL-01367,BU-05,Lost,TY-04,24309.13,24309.13,0.07,RE-02,TE-14,IN-17,2022-01-16,2023-05-08,477.0,LS-21,NV-4
OP-00223,CL-00857,BU-04,Lost,TY-04,444280.9,3146989.74,0.11,RE-02,TE-10,IN-00,2017-02-22,2018-01-08,320.0,LS-18,NV-4
OP-00224,CL-01085,BU-06,Won,TY-04,81030.42,243091.28,0.14,RE-02,TE-13,IN-35,2021-09-23,2021-09-23,0.0,LS-08,NV-3
OP-00225,CL-00053,BU-05,Lost,TY-04,122064.88,122064.88,0.28,RE-02,TE-11,IN-24,2021-05-06,2022-08-31,482.0,LS-08,NV-4
OP-00226,CL-00508,BU-05,Won,TY-05,53091.14,53091.14,0.3,RE-02,TE-09,IN-11,2020-04-24,2020-06-10,47.0,LS-23,NV-1
OP-00227,CL-00829,BU-07,Lost,TY-04,55054.08,55054.08,0.08,RE-03,TE-13,IN-06,2021-12-30,2022-07-15,197.0,LS-06,NV-2
OP-00228,CL-00508,BU-05,Won,TY-05,48132.07,48132.07,0.1,RE-02,TE-13,IN-04,2020-02-24,2020-03-02,7.0,LS-32,NV-3
OP-00229,CL-00869,BU-07,Lost,TY-04,975935.78,1685755.89,0.19,RE-00,TE-07,IN-56,2022-01-13,2022-10-24,284.0,LS-31,NV-2
OP-00230,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.09,RE-02,TE-03,IN-64,2019-07-21,2019-07-21,0.0,LS-29,NV-1
OP-00231,CL-00891,BU-07,Lost,TY-00,304707.77,304707.77,0.23,RE-03,TE-11,IN-09,2022-06-28,2022-11-01,126.0,LS-29,NV-0
OP-00232,CL-00508,BU-05,Lost,TY-05,35838.6,93347.05,0.27,RE-02,TE-09,IN-45,2018-04-24,2019-07-10,442.0,LS-06,NV-1
OP-00233,CL-00891,BU-07,Lost,TY-00,928835.91,928835.91,0.08,RE-03,TE-15,IN-63,2021-01-29,2021-04-08,69.0,LS-00,NV-3
OP-00234,CL-00639,BU-07,Lost,TY-04,2917095.4,2917095.4,0.21,RE-03,TE-04,IN-44,2021-12-09,2022-01-27,49.0,LS-02,NV-4
OP-00235,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.11,RE-02,TE-09,IN-47,2019-07-19,2019-07-19,0.0,LS-03,NV-4
OP-00236,CL-00891,BU-07,Lost,TY-05,995181.32,995181.32,0.13,RE-03,TE-15,IN-20,2020-05-11,2021-02-22,287.0,LS-22,NV-0
OP-00237,CL-00048,BU-05,Lost,TY-04,72927.39,72927.39,0.2,RE-02,TE-01,IN-27,2021-12-18,2022-08-26,251.0,LS-24,NV-0
OP-00238,CL-00508,BU-05,Lost,TY-04,5834.19,0.0,0.19,RE-02,TE-00,IN-46,2018-04-27,2019-05-31,399.0,LS-05,NV-4
OP-00239,CL-00891,BU-07,Lost,TY-05,1308603.29,1308603.29,0.24,RE-03,TE-04,IN-24,2018-04-20,2020-04-03,714.0,LS-27,NV-1
OP-00240,CL-00884,BU-01,Lost,TY-04,1086417.76,2495824.59,0.21,RE-02,TE-07,IN-00,2022-12-31,2023-06-22,173.0,LS-17,NV-3
OP-00241,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.21,RE-02,TE-06,IN-64,2019-05-28,2019-05-28,0.0,LS-01,NV-4
OP-00242,CL-00891,BU-07,Lost,TY-05,355668.52,414946.61,0.19,RE-03,TE-08,IN-27,2018-05-10,2020-05-10,731.0,LS-19,NV-4
OP-00243,CL-00884,BU-01,Lost,TY-04,994580.06,1880862.64,0.24,RE-02,TE-09,IN-62,2021-12-11,2022-11-03,327.0,LS-16,NV-4
OP-00244,CL-00508,BU-05,Won,TY-00,1458.55,1458.55,0.1,RE-02,TE-00,IN-02,2019-04-29,2019-04-29,0.0,LS-05,NV-2
OP-00245,CL-00891,BU-07,Lost,TY-05,421862.38,421862.38,0.16,RE-03,TE-05,IN-07,2018-10-19,2020-03-10,508.0,LS-22,NV-1
OP-00246,CL-00302,BU-06,Won,TY-04,304248.53,1083944.03,0.26,RE-02,TE-11,IN-05,2022-01-26,2022-11-03,281.0,LS-25,NV-2
OP-00247,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.09,RE-02,TE-08,IN-19,2019-03-24,2019-03-24,0.0,LS-21,NV-1
OP-00248,CL-00891,BU-07,Won,TY-00,269263.72,269263.72,0.19,RE-03,TE-10,IN-33,2019-03-14,2019-12-01,262.0,LS-07,NV-2
OP-00249,CL-00887,BU-03,S2,TY-04,305600.47,777892.11,0.27,RE-01,TE-09,IN-24,2022-02-10,2024-09-13,625.0,LS-18,NV-1
OP-00250,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.15,RE-02,TE-08,IN-03,2019-03-10,2019-03-10,0.0,LS-13,NV-3
OP-00251,CL-00891,BU-07,Lost,TY-05,215410.97,215410.97,0.13,RE-03,TE-15,IN-43,2018-10-20,2019-11-09,385.0,LS-31,NV-3
OP-00252,CL-00887,BU-03,S4,TY-04,3531234.31,5510866.75,0.22,RE-01,TE-02,IN-11,2023-07-29,2024-01-21,101.0,LS-24,NV-2
OP-00253,CL-00508,BU-05,Won,TY-00,486.18,486.18,0.17,RE-02,TE-01,IN-53,2018-10-25,2018-10-25,0.0,LS-23,NV-1
OP-00254,CL-00891,BU-07,Lost,TY-05,1682898.23,1682898.23,0.13,RE-03,TE-05,IN-35,2018-05-25,2019-09-27,490.0,LS-11,NV-0
OP-00255,CL-00508,BU-05,Won,TY-04,129130.09,129130.09,0.2,RE-02,TE-13,IN-12,2018-11-15,2018-11-27,12.0,LS-16,NV-3
OP-00256,CL-00891,BU-07,Lost,TY-00,44765.09,44765.09,0.11,RE-03,TE-14,IN-38,2019-01-24,2019-04-04,70.0,LS-31,NV-1
OP-00257,CL-00508,BU-05,Won,TY-00,243.09,243.09,0.29,RE-02,TE-09,IN-54,2018-10-29,2018-10-29,0.0,LS-29,NV-2
OP-00258,CL-00891,BU-07,Lost,TY-00,29619.01,29619.01,0.27,RE-03,TE-08,IN-63,2018-11-14,2019-01-25,72.0,LS-10,NV-0
OP-00259,CL-00495,BU-05,Lost,TY-04,97236.51,97236.51,0.06,RE-02,TE-10,IN-07,2021-12-07,2022-06-14,189.0,LS-07,NV-1
OP-00260,CL-00508,BU-05,Won,TY-05,116926.91,116926.91,0.21,RE-02,TE-13,IN-61,2018-09-14,2018-09-18,4.0,LS-18,NV-3
OP-00261,CL-00891,BU-07,Lost,TY-05,369554.96,369554.96,0.09,RE-03,TE-15,IN-41,2018-08-11,2019-01-16,158.0,LS-08,NV-4
OP-00262,CL-01175,BU-05,Won,TY-04,69193.5,205246.83,0.29,RE-02,TE-08,IN-41,2022-03-07,2022-06-14,99.0,LS-14,NV-1
OP-00263,CL-00508,BU-05,Won,TY-00,243.09,243.09,0.27,RE-02,TE-05,IN-12,2018-08-17,2018-08-17,0.0,LS-19,NV-1
OP-00264,CL-00891,BU-07,Won,TY-00,155826.28,155826.28,0.14,RE-03,TE-02,IN-35,2018-01-11,2019-01-31,385.0,LS-08,NV-4
OP-00265,CL-01009,BU-07,Lost,TY-04,5505407.85,5505407.85,0.24,RE-03,TE-06,IN-12,2021-12-21,2022-06-01,162.0,LS-15,NV-1
OP-00266,CL-00508,BU-05,Won,TY-00,4375.64,4375.64,0.15,RE-02,TE-14,IN-42,2021-05-27,2021-05-27,0.0,LS-32,NV-1
OP-00267,CL-00891,BU-07,Won,TY-00,258494.98,258494.98,0.22,RE-03,TE-01,IN-24,2018-08-08,2018-09-27,50.0,LS-22,NV-0
OP-00268,CL-00508,BU-05,Won,TY-00,1458.55,1458.55,0.11,RE-02,TE-11,IN-54,2020-04-15,2020-04-15,0.0,LS-29,NV-2
OP-00269,CL-00891,BU-07,Won,TY-00,260140.33,260140.33,0.11,RE-03,TE-08,IN-41,2018-09-10,2018-11-07,58.0,LS-23,NV-4
OP-00270,CL-00128,BU-05,Lost,TY-04,64759.52,64759.52,0.07,RE-02,TE-07,IN-25,2021-12-17,2022-01-22,36.0,LS-31,NV-0
OP-00271,CL-00891,BU-07,Won,TY-00,64277.21,64277.21,0.25,RE-03,TE-06,IN-16,2018-08-18,2018-10-19,62.0,LS-15,NV-4
OP-00272,CL-00654,BU-05,Lost,TY-04,35005.14,107932.53,0.17,RE-02,TE-04,IN-47,2022-02-14,2022-07-16,152.0,LS-17,NV-2
OP-00273,CL-01017,BU-05,Lost,TY-04,120017.64,350051.45,0.23,RE-02,TE-09,IN-57,2017-08-11,2019-06-03,661.0,LS-20,NV-1
OP-00274,CL-00891,BU-07,Won,TY-04,7770628.11,9227413.95,0.06,RE-03,TE-02,IN-38,2017-04-01,2018-04-29,393.0,LS-14,NV-1
OP-00275,CL-01317,BU-05,Lost,TY-04,1215456.42,2674004.12,0.09,RE-02,TE-10,IN-31,2022-03-14,2022-07-06,114.0,LS-06,NV-4
OP-00276,CL-01183,BU-05,Lost,TY-04,113406.37,226658.31,0.26,RE-02,TE-00,IN-47,2020-07-14,2021-02-22,223.0,LS-20,NV-1
OP-00277,CL-01317,BU-05,Lost,TY-04,97236.51,97236.51,0.29,RE-02,TE-02,IN-07,2022-02-17,2022-07-28,161.0,LS-06,NV-2
OP-00278,CL-00891,BU-07,Lost,TY-04,204196.68,204196.68,0.15,RE-03,TE-11,IN-04,2018-02-12,2018-03-09,25.0,LS-31,NV-2
OP-00279,CL-00891,BU-07,S2,TY-05,11193678.26,11193678.26,0.09,RE-03,TE-03,IN-56,2021-11-04,2024-07-08,671.0,LS-33,NV-2
OP-00280,CL-00422,BU-05,Lost,TY-04,300289.23,583419.08,0.24,RE-02,TE-15,IN-38,2019-10-28,2021-07-13,624.0,LS-07,NV-0
OP-00281,CL-00891,BU-07,S4,TY-05,454029.3,908058.59,0.14,RE-03,TE-08,IN-29,2022-05-01,2024-04-05,563.0,LS-02,NV-2
OP-00282,CL-00180,BU-05,Lost,TY-04,97236.51,97236.51,0.17,RE-02,TE-09,IN-17,2022-01-31,2022-07-11,161.0,LS-19,NV-2
OP-00283,CL-00422,BU-05,Lost,TY-04,16724.68,36171.98,0.18,RE-02,TE-13,IN-38,2022-06-07,2022-07-18,41.0,LS-13,NV-3
OP-00284,CL-00079,BU-03,Lost,TY-04,90896.48,227241.21,0.12,RE-01,TE-00,IN-40,2017-03-19,2018-07-30,498.0,LS-30,NV-2
OP-00285,CL-00286,BU-07,Lost,TY-04,285295.31,491888.47,0.26,RE-03,TE-01,IN-37,2022-03-22,2022-03-31,9.0,LS-25,NV-0
OP-00286,CL-00422,BU-05,Lost,TY-04,249573.72,0.0,0.08,RE-02,TE-04,IN-30,2018-07-05,2018-12-23,171.0,LS-28,NV-3
OP-00287,CL-00199,BU-05,S4,TY-04,261371.75,492405.7,0.16,RE-02,TE-01,IN-64,2021-02-12,2022-10-19,614.0,LS-30,NV-0
OP-00288,CL-00422,BU-05,Lost,TY-04,486182.57,1458547.7,0.23,RE-02,TE-10,IN-39,2018-02-28,2018-07-16,138.0,LS-16,NV-3
OP-00289,CL-00373,BU-07,Lost,TY-04,3344841.61,8263726.35,0.26,RE-03,TE-09,IN-31,2022-02-23,2022-05-15,81.0,LS-05,NV-0
OP-00290,CL-00422,BU-05,Lost,TY-04,243091.28,729273.85,0.18,RE-02,TE-15,IN-21,2018-02-20,2018-07-08,138.0,LS-10,NV-4
OP-00291,CL-00186,BU-07,Lost,TY-04,108684.63,108684.63,0.11,RE-03,TE-15,IN-11,2022-03-26,2023-07-07,468.0,LS-19,NV-0
OP-00292,CL-00422,BU-05,Lost,TY-04,3088689.25,8751286.2,0.07,RE-00,TE-14,IN-14,2019-11-13,2020-12-04,387.0,LS-05,NV-2
OP-00293,CL-00311,BU-06,S4,TY-04,1166838.16,1166838.16,0.25,RE-02,TE-07,IN-25,2023-07-30,2023-12-13,44.0,LS-22,NV-3
OP-00294,CL-00491,BU-05,Lost,TY-05,129648.68,145854.77,0.3,RE-02,TE-08,IN-48,2019-02-11,2020-03-10,393.0,LS-26,NV-1
OP-00295,CL-00311,BU-06,S4,TY-04,5834190.8,17502572.41,0.21,RE-02,TE-03,IN-63,2022-07-10,2023-12-12,429.0,LS-09,NV-4
OP-00296,CL-00426,BU-05,Lost,TY-04,147021.61,438731.15,0.15,RE-02,TE-12,IN-37,2022-02-20,2022-03-21,29.0,LS-35,NV-1
OP-00297,CL-00311,BU-06,Lost,TY-04,98208.88,98208.88,0.27,RE-02,TE-01,IN-26,2022-12-23,2023-01-09,17.0,LS-09,NV-0
OP-00298,CL-00491,BU-05,Lost,TY-05,568833.6,1541198.74,0.06,RE-02,TE-00,IN-62,2019-02-02,2019-11-23,294.0,LS-35,NV-4
OP-00299,CL-00692,BU-03,Won,TY-05,35005.14,35005.14,0.2,RE-01,TE-01,IN-38,2022-08-22,2023-05-15,266.0,LS-26,NV-2
OP-00300,CL-01122,BU-05,Lost,TY-04,250767.85,583419.08,0.06,RE-02,TE-10,IN-03,2019-12-11,2021-12-04,724.0,LS-25,NV-2
OP-00301,CL-00491,BU-05,Lost,TY-04,135503.79,350051.45,0.15,RE-02,TE-11,IN-10,2018-11-11,2019-10-14,337.0,LS-34,NV-4
OP-00302,CL-00692,BU-03,Won,TY-05,972.37,972.37,0.13,RE-01,TE-01,IN-28,2023-03-28,2023-03-29,1.0,LS-34,NV-1
OP-00303,CL-00491,BU-05,Won,TY-05,3057328.28,9171984.84,0.15,RE-02,TE-06,IN-02,2018-03-30,2019-07-26,483.0,LS-16,NV-1
OP-00304,CL-00692,BU-03,Won,TY-04,23336.76,23336.76,0.22,RE-01,TE-13,IN-13,2022-01-01,2022-03-07,65.0,LS-34,NV-0
OP-00305,CL-00491,BU-05,Won,TY-00,1439.1,1439.1,0.24,RE-02,TE-14,IN-20,2019-08-31,2019-08-31,0.0,LS-13,NV-4
OP-00306,CL-00481,BU-05,Lost,TY-04,50007.35,145854.77,0.23,RE-02,TE-12,IN-51,2022-02-10,2022-05-25,104.0,LS-01,NV-0
OP-00307,CL-00491,BU-05,Won,TY-00,539.66,539.66,0.19,RE-02,TE-00,IN-52,2019-03-25,2019-03-25,0.0,LS-10,NV-0
OP-00308,CL-01222,BU-05,Lost,TY-04,121545.64,218782.16,0.2,RE-02,TE-14,IN-45,2022-03-19,2022-11-04,230.0,LS-33,NV-4
OP-00309,CL-00491,BU-05,Lost,TY-04,3957526.09,3957526.09,0.14,RE-02,TE-09,IN-44,2017-05-23,2019-02-21,639.0,LS-15,NV-2
OP-00310,CL-00668,BU-09,Won,TY-00,2892.79,2892.79,0.24,RE-02,TE-00,IN-57,2022-05-28,2022-09-14,109.0,LS-07,NV-1
OP-00311,CL-01122,BU-05,Lost,TY-04,97236.51,291709.54,0.1,RE-02,TE-05,IN-57,2022-10-03,2023-08-21,322.0,LS-24,NV-1
OP-00312,CL-00491,BU-05,Won,TY-04,408393.36,1225180.07,0.2,RE-02,TE-04,IN-13,2018-02-12,2018-03-28,44.0,LS-27,NV-0
OP-00313,CL-00668,BU-09,Won,TY-04,28431.96,28431.96,0.14,RE-02,TE-04,IN-05,2022-03-02,2022-06-02,92.0,LS-23,NV-0
OP-00314,CL-00491,BU-05,Won,TY-04,1361311.19,4083933.56,0.21,RE-02,TE-11,IN-45,2017-05-16,2018-05-24,373.0,LS-09,NV-0
OP-00315,CL-00728,BU-05,S1,TY-04,291709.54,291709.54,0.27,RE-02,TE-08,IN-61,2023-07-14,2024-10-19,65.0,LS-35,NV-4
OP-00316,CL-00491,BU-05,Won,TY-04,515353.52,1546060.56,0.14,RE-02,TE-10,IN-28,2017-03-24,2018-04-22,394.0,LS-09,NV-3
OP-00317,CL-00781,BU-01,Lost,TY-04,13752021.17,14585477.0,0.22,RE-02,TE-01,IN-01,2022-03-03,2022-04-21,49.0,LS-08,NV-2
OP-00318,CL-00191,BU-05,Lost,TY-04,147021.61,292876.38,0.22,RE-02,TE-07,IN-50,2021-02-03,2021-02-21,18.0,LS-03,NV-2
OP-00319,CL-00491,BU-05,Won,TY-04,1458.55,1458.55,0.28,RE-02,TE-01,IN-42,2017-06-08,2018-01-05,211.0,LS-08,NV-2
OP-00320,CL-00491,BU-05,S3,TY-00,85568.13,85568.13,0.08,RE-02,TE-01,IN-64,2023-02-01,2023-08-29,209.0,LS-34,NV-0
OP-00321,CL-00584,BU-05,Lost,TY-04,0.0,0.0,0.2,RE-02,TE-05,IN-12,2022-09-02,2023-03-09,188.0,LS-25,NV-4
OP-00322,CL-00221,BU-05,Lost,TY-04,24003.52,70010.29,0.29,RE-02,TE-07,IN-28,2022-02-21,2022-04-26,64.0,LS-07,NV-3
OP-00323,CL-00647,BU-06,Won,TY-04,4375.64,6320.37,0.14,RE-02,TE-07,IN-34,2022-04-05,2022-04-11,6.0,LS-00,NV-0
OP-00324,CL-01229,BU-05,Lost,TY-04,85081.95,170163.9,0.08,RE-02,TE-02,IN-29,2022-03-02,2022-08-09,160.0,LS-26,NV-4
OP-00325,CL-00383,BU-06,Won,TY-04,7485.08,29940.34,0.18,RE-00,TE-03,IN-25,2022-02-20,2022-02-22,2.0,LS-10,NV-2
OP-00326,CL-01229,BU-05,Lost,TY-04,233367.63,233367.63,0.29,RE-02,TE-12,IN-12,2021-07-29,2022-08-22,389.0,LS-17,NV-0
OP-00327,CL-00491,BU-05,S1,TY-05,243091.28,243091.28,0.18,RE-02,TE-04,IN-64,2022-04-27,2024-02-26,567.0,LS-35,NV-3
OP-00328,CL-01323,BU-04,Won,TY-05,3327.65,3327.65,0.11,RE-02,TE-14,IN-40,2022-06-28,2022-06-30,2.0,LS-35,NV-4
OP-00329,CL-00871,BU-05,Lost,TY-04,93700.64,257676.76,0.28,RE-02,TE-05,IN-64,2018-03-15,2018-05-14,60.0,LS-01,NV-1
OP-00330,CL-00491,BU-05,Lost,TY-05,171622.45,388459.87,0.15,RE-02,TE-10,IN-04,2019-01-22,2023-05-02,1561.0,LS-05,NV-2
OP-00331,CL-01323,BU-04,Lost,TY-05,77789.21,77789.21,0.11,RE-02,TE-00,IN-47,2023-01-10,2023-03-08,57.0,LS-05,NV-0
OP-00332,CL-00491,BU-05,Lost,TY-05,1099161.55,3297484.64,0.28,RE-02,TE-04,IN-22,2022-09-11,2022-10-10,29.0,LS-35,NV-3
OP-00333,CL-01323,BU-04,Won,TY-05,3944.45,3944.45,0.19,RE-02,TE-05,IN-64,2022-11-28,2023-01-15,48.0,LS-28,NV-4
OP-00334,CL-00424,BU-01,Won,TY-04,358608.26,445829.41,0.15,RE-02,TE-14,IN-30,2021-02-06,2021-09-21,227.0,LS-13,NV-0
