numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-11342,CL-00349,BU-01,Won,TY-00,10427.48,10427.48,0.09,RE-02,TE-04,IN-57,2020-10-02,2020-12-08,67.0,LS-17,NV-0
OP-11343,CL-00349,BU-01,Won,TY-00,21641.04,21641.04,0.19,RE-02,TE-12,IN-27,2020-07-02,2020-11-02,123.0,LS-08,NV-4
OP-11344,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.17,RE-02,TE-06,IN-53,2020-09-07,2021-01-29,144.0,LS-15,NV-2
OP-11345,CL-00349,BU-01,Lost,TY-05,85431.37,85431.37,0.28,RE-02,TE-03,IN-13,2019-11-20,2020-09-04,289.0,LS-21,NV-2
OP-11346,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.11,RE-02,TE-04,IN-07,2020-08-27,2020-11-16,81.0,LS-03,NV-4
OP-11347,CL-00349,BU-01,Lost,TY-00,12178.46,12178.46,0.17,RE-02,TE-11,IN-31,2020-07-11,2020-11-27,139.0,LS-32,NV-0
OP-11348,CL-00349,BU-01,Won,TY-00,5371.34,5371.34,0.14,RE-02,TE-11,IN-61,2019-11-11,2020-09-24,318.0,LS-02,NV-1
OP-11349,CL-00349,BU-01,Won,TY-02,71869.95,71869.95,0.15,RE-02,TE-15,IN-46,2020-03-29,2020-11-14,230.0,LS-32,NV-0
OP-11350,CL-00349,BU-01,Lost,TY-00,19029.62,19029.62,0.24,RE-02,TE-14,IN-46,2020-09-12,2020-10-26,44.0,LS-04,NV-3
OP-11351,CL-00349,BU-01,Won,TY-00,24506.77,24506.77,0.08,RE-02,TE-11,IN-59,2020-07-28,2020-10-30,94.0,LS-29,NV-1
OP-11352,CL-00349,BU-01,Won,TY-00,11555.35,11555.35,0.26,RE-02,TE-13,IN-53,2020-05-02,2020-08-31,121.0,LS-12,NV-4
OP-11353,CL-00349,BU-01,Won,TY-00,92655.75,92655.75,0.28,RE-02,TE-00,IN-45,2019-04-22,2020-08-26,492.0,LS-06,NV-4
OP-11354,CL-00349,BU-01,Lost,TY-00,4814761.38,24073806.88,0.12,RE-02,TE-10,IN-34,2019-06-18,2020-08-20,429.0,LS-03,NV-0
OP-11355,CL-00349,BU-01,Lost,TY-00,9701.5,9701.5,0.19,RE-02,TE-00,IN-41,2019-06-15,2020-08-29,441.0,LS-14,NV-1
OP-11356,CL-00349,BU-01,Lost,TY-00,9735.45,9735.45,0.14,RE-02,TE-02,IN-20,2019-07-15,2020-10-06,449.0,LS-23,NV-2
OP-11357,CL-00349,BU-01,Lost,TY-00,71088.51,71088.51,0.17,RE-02,TE-01,IN-20,2020-06-23,2020-08-12,50.0,LS-22,NV-4
OP-11358,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.21,RE-02,TE-11,IN-53,2019-12-22,2020-06-13,174.0,LS-28,NV-4
OP-11359,CL-00349,BU-01,Lost,TY-05,0.0,0.0,0.08,RE-02,TE-03,IN-16,2019-12-24,2020-06-09,168.0,LS-27,NV-3
OP-11360,CL-00349,BU-01,Lost,TY-00,26056.28,26056.28,0.3,RE-02,TE-00,IN-45,2019-11-12,2020-04-25,165.0,LS-29,NV-3
OP-11361,CL-00349,BU-01,Won,TY-00,11414.12,11414.12,0.22,RE-02,TE-04,IN-49,2019-11-05,2020-01-08,64.0,LS-14,NV-2
OP-11362,CL-00349,BU-01,Won,TY-00,9701.74,9701.74,0.11,RE-02,TE-08,IN-48,2019-06-11,2020-01-17,220.0,LS-01,NV-3
OP-11363,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.26,RE-00,TE-01,IN-34,2019-07-05,2019-09-27,84.0,LS-10,NV-4
OP-11364,CL-00349,BU-01,Won,TY-00,13445.09,13445.09,0.14,RE-02,TE-07,IN-26,2019-11-15,2019-11-15,0.0,LS-21,NV-0
OP-11365,CL-00349,BU-01,Won,TY-00,7682.91,7682.91,0.25,RE-02,TE-01,IN-02,2019-10-17,2019-11-15,29.0,LS-06,NV-3
OP-11366,CL-00349,BU-01,Won,TY-00,7682.91,7682.91,0.27,RE-02,TE-12,IN-38,2019-09-23,2019-10-26,33.0,LS-06,NV-0
OP-11367,CL-00349,BU-01,Won,TY-00,7682.91,7682.91,0.16,RE-02,TE-13,IN-64,2019-06-11,2019-09-02,83.0,LS-19,NV-1
OP-11368,CL-00349,BU-01,Lost,TY-00,165513.44,165513.44,0.07,RE-02,TE-13,IN-33,2019-01-26,2019-08-30,216.0,LS-23,NV-1
OP-11369,CL-00349,BU-01,Won,TY-02,81652.33,81652.33,0.22,RE-02,TE-15,IN-23,2019-02-17,2019-07-14,147.0,LS-25,NV-0
OP-11370,CL-00349,BU-01,Won,TY-00,20184.57,20184.57,0.19,RE-02,TE-12,IN-36,2019-04-21,2019-07-03,73.0,LS-28,NV-1
OP-11371,CL-00349,BU-01,Won,TY-00,10092.28,10092.28,0.26,RE-02,TE-05,IN-37,2019-06-04,2019-07-23,49.0,LS-23,NV-2
OP-11372,CL-00349,BU-01,Won,TY-00,26581.52,26581.52,0.16,RE-02,TE-00,IN-23,2019-05-27,2019-08-21,86.0,LS-25,NV-4
OP-11373,CL-00349,BU-01,Won,TY-00,10662.51,10662.51,0.1,RE-02,TE-12,IN-05,2019-04-21,2019-07-22,92.0,LS-05,NV-3
OP-11374,CL-00349,BU-01,Won,TY-00,2723.94,2723.94,0.14,RE-02,TE-07,IN-46,2019-07-23,2019-08-09,17.0,LS-32,NV-1
OP-11375,CL-00349,BU-01,Won,TY-00,12830.46,12830.46,0.07,RE-02,TE-01,IN-09,2019-03-31,2019-05-12,42.0,LS-24,NV-1
OP-11376,CL-00349,BU-01,Won,TY-00,8635.85,8635.85,0.07,RE-02,TE-07,IN-58,2019-04-14,2019-06-20,67.0,LS-17,NV-0
OP-11377,CL-00349,BU-01,Won,TY-00,8973.62,8973.62,0.24,RE-02,TE-10,IN-52,2019-04-05,2019-05-23,48.0,LS-18,NV-1
OP-11378,CL-00349,BU-01,Won,TY-00,8606.73,8606.73,0.06,RE-02,TE-15,IN-33,2018-12-20,2019-03-29,99.0,LS-12,NV-3
OP-11379,CL-00349,BU-01,Won,TY-00,77233.76,77233.76,0.18,RE-02,TE-06,IN-20,2018-12-30,2019-03-23,83.0,LS-34,NV-0
OP-11380,CL-00349,BU-01,Won,TY-00,210492.96,210492.96,0.14,RE-02,TE-06,IN-59,2018-10-04,2019-02-27,146.0,LS-15,NV-3
OP-11381,CL-00349,BU-01,Won,TY-00,13186.25,13186.25,0.16,RE-02,TE-04,IN-54,2018-12-05,2019-04-29,145.0,LS-17,NV-4
OP-11382,CL-00349,BU-01,Won,TY-00,216259.84,216259.84,0.1,RE-02,TE-14,IN-50,2018-12-14,2019-02-10,58.0,LS-33,NV-1
OP-11383,CL-00349,BU-01,Won,TY-00,4633.01,4633.01,0.18,RE-02,TE-08,IN-36,2018-12-12,2018-12-12,0.0,LS-22,NV-3
OP-11384,CL-00349,BU-01,Won,TY-00,94764.77,94764.77,0.15,RE-02,TE-02,IN-30,2018-09-26,2019-02-10,137.0,LS-09,NV-4
OP-11385,CL-00349,BU-01,Won,TY-00,25547.32,25547.32,0.12,RE-02,TE-11,IN-37,2021-08-01,2021-09-11,41.0,LS-04,NV-4
OP-11386,CL-00349,BU-01,Won,TY-00,4953.05,4953.05,0.22,RE-02,TE-00,IN-64,2021-08-21,2021-11-20,91.0,LS-30,NV-3
OP-11387,CL-00349,BU-01,Won,TY-00,19551.52,19551.52,0.19,RE-02,TE-01,IN-24,2020-03-03,2021-10-17,593.0,LS-24,NV-4
OP-11388,CL-00349,BU-01,Won,TY-00,20854.96,20854.96,0.3,RE-02,TE-06,IN-48,2021-06-20,2021-08-29,70.0,LS-15,NV-2
OP-11389,CL-00349,BU-01,Won,TY-00,41449.22,41449.22,0.09,RE-02,TE-05,IN-05,2021-05-15,2021-09-25,133.0,LS-16,NV-2
OP-11390,CL-00349,BU-01,Lost,TY-00,10397.75,10397.75,0.07,RE-02,TE-11,IN-64,2021-07-25,2021-09-11,48.0,LS-24,NV-3
OP-11391,CL-00349,BU-01,Won,TY-00,5213.73,5213.73,0.16,RE-02,TE-11,IN-29,2021-05-20,2021-08-06,78.0,LS-01,NV-0
OP-11392,CL-00349,BU-01,Won,TY-00,8585.53,8585.53,0.28,RE-02,TE-13,IN-38,2020-11-12,2021-09-17,309.0,LS-18,NV-4
OP-11393,CL-00349,BU-01,Won,TY-00,39624.41,39624.41,0.25,RE-02,TE-11,IN-09,2021-06-21,2021-08-30,70.0,LS-09,NV-3
OP-11394,CL-00349,BU-01,Lost,TY-05,37387.88,37387.88,0.09,RE-02,TE-06,IN-52,2020-02-02,2021-06-22,506.0,LS-07,NV-3
OP-11395,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.22,RE-02,TE-05,IN-20,2019-11-17,2021-08-26,648.0,LS-00,NV-4
OP-11396,CL-00349,BU-01,Won,TY-00,5213.73,5213.73,0.14,RE-02,TE-11,IN-39,2021-03-20,2021-05-28,69.0,LS-05,NV-0
OP-11397,CL-00349,BU-01,Won,TY-00,51616.02,51616.02,0.28,RE-02,TE-07,IN-58,2021-02-22,2021-06-14,112.0,LS-06,NV-3
OP-11398,CL-00349,BU-01,Won,TY-00,3910.31,3910.31,0.06,RE-02,TE-09,IN-32,2021-02-15,2021-05-03,77.0,LS-28,NV-1
OP-11399,CL-00349,BU-01,Lost,TY-00,0.0,0.0,0.17,RE-02,TE-00,IN-04,2021-02-22,2021-04-29,66.0,LS-02,NV-1
OP-11400,CL-00349,BU-01,Lost,TY-00,7285.78,7285.78,0.13,RE-02,TE-00,IN-02,2021-01-26,2021-04-15,79.0,LS-05,NV-0
OP-11401,CL-00349,BU-01,Won,TY-00,4170.99,4170.99,0.06,RE-02,TE-13,IN-30,2020-11-12,2021-04-13,152.0,LS-13,NV-1
OP-11402,CL-00349,BU-01,Lost,TY-05,127118.77,127118.77,0.09,RE-02,TE-10,IN-53,2020-02-05,2021-03-21,410.0,LS-00,NV-2
OP-11403,CL-00349,BU-01,Lost,TY-00,37237.2,37237.2,0.09,RE-02,TE-09,IN-20,2019-03-27,2021-02-13,689.0,LS-20,NV-0
OP-11404,CL-00349,BU-01,Lost,TY-00,5213.73,5213.73,0.06,RE-02,TE-09,IN-51,2021-01-01,2021-02-18,48.0,LS-07,NV-4
OP-11405,CL-01084,BU-01,S6,TY-04,496395.05,738683.01,0.17,RE-02,TE-08,IN-24,2022-07-21,2023-10-07,442.0,LS-29,NV-4
OP-11406,CL-01084,BU-01,Lost,TY-05,190826.39,572479.18,0.16,RE-02,TE-00,IN-22,2023-04-20,2023-05-14,24.0,LS-25,NV-0
OP-11407,CL-00969,BU-07,Lost,TY-00,26132.99,26132.99,0.22,RE-03,TE-09,IN-38,2019-10-26,2020-09-14,324.0,LS-28,NV-0
OP-11408,CL-00271,BU-03,Lost,TY-04,1458547.7,1458547.7,0.27,RE-01,TE-08,IN-08,2018-02-08,2019-04-12,428.0,LS-29,NV-1
OP-11409,CL-00049,BU-03,Lost,TY-05,1750257.24,4861825.67,0.18,RE-01,TE-00,IN-59,2021-12-10,2023-06-26,563.0,LS-07,NV-3
OP-11410,CL-00049,BU-03,Lost,TY-05,104432.02,191555.93,0.26,RE-01,TE-03,IN-53,2021-12-04,2022-12-30,391.0,LS-08,NV-4
OP-11411,CL-00049,BU-03,Lost,TY-05,43942.75,87885.49,0.23,RE-01,TE-07,IN-24,2022-03-06,2023-02-08,339.0,LS-22,NV-1
OP-11412,CL-00049,BU-03,Lost,TY-04,713067.76,972365.13,0.06,RE-01,TE-06,IN-02,2021-06-17,2022-05-12,329.0,LS-20,NV-2
OP-11413,CL-00049,BU-03,Lost,TY-04,1358603.49,3863551.87,0.08,RE-01,TE-05,IN-59,2020-07-19,2022-03-23,612.0,LS-27,NV-3
OP-11414,CL-00151,BU-03,Won,TY-04,16530.21,16530.21,0.08,RE-01,TE-05,IN-55,2023-02-05,2023-05-27,111.0,LS-31,NV-3
OP-11415,CL-00151,BU-03,Lost,TY-04,12640.75,12640.75,0.11,RE-01,TE-06,IN-41,2022-09-20,2023-01-13,115.0,LS-32,NV-3
OP-11416,CL-00151,BU-03,Lost,TY-04,50951.93,50951.93,0.25,RE-01,TE-06,IN-38,2021-08-01,2022-05-11,283.0,LS-09,NV-4
OP-11417,CL-00151,BU-03,Lost,TY-04,12640.75,12640.75,0.26,RE-01,TE-13,IN-30,2022-03-26,2022-06-11,77.0,LS-19,NV-4
OP-11418,CL-00151,BU-03,Lost,TY-04,97236.51,97236.51,0.21,RE-01,TE-07,IN-15,2020-06-11,2021-05-31,354.0,LS-03,NV-4
OP-11419,CL-00151,BU-03,Lost,TY-05,28198.59,28198.59,0.1,RE-01,TE-06,IN-15,2020-01-31,2020-09-27,240.0,LS-27,NV-3
OP-11420,CL-00151,BU-03,Lost,TY-04,358802.73,358802.73,0.28,RE-01,TE-11,IN-20,2020-08-28,2021-10-26,424.0,LS-09,NV-2
OP-11421,CL-00151,BU-03,Lost,TY-04,636899.16,636899.16,0.06,RE-01,TE-13,IN-12,2018-12-15,2020-02-23,435.0,LS-35,NV-0
OP-11422,CL-00661,BU-01,Lost,TY-00,11668.38,11668.38,0.17,RE-02,TE-04,IN-48,2018-10-10,2020-07-29,658.0,LS-24,NV-4
OP-11423,CL-00661,BU-01,Won,TY-03,90945.31,90945.31,0.08,RE-02,TE-15,IN-08,2012-05-08,2018-05-08,2191.0,LS-31,NV-1
OP-11424,CL-01232,BU-07,S5,TY-04,1537616.54,2091800.49,0.29,RE-03,TE-03,IN-19,2020-12-23,2024-02-04,1046.0,LS-06,NV-3
OP-11425,CL-01040,BU-01,Lost,TY-04,1866941.06,9334705.28,0.11,RE-02,TE-04,IN-59,2017-10-17,2020-03-03,868.0,LS-32,NV-3
OP-11426,CL-01040,BU-01,Lost,TY-04,1912849.44,9723651.34,0.24,RE-02,TE-02,IN-26,2022-09-15,2023-01-02,109.0,LS-20,NV-4
OP-11427,CL-00324,BU-01,Won,TY-00,133773.13,133773.13,0.18,RE-02,TE-02,IN-30,2020-12-29,2021-01-15,17.0,LS-29,NV-2
OP-11428,CL-00324,BU-01,Won,TY-00,34032.78,34032.78,0.27,RE-02,TE-03,IN-30,2021-02-24,2021-03-18,22.0,LS-03,NV-4
OP-11429,CL-00324,BU-01,Won,TY-00,39380.79,39380.79,0.11,RE-02,TE-13,IN-45,2021-03-06,2021-03-10,4.0,LS-33,NV-0
OP-11430,CL-00324,BU-01,Won,TY-00,43756.43,43756.43,0.14,RE-02,TE-13,IN-07,2020-12-01,2020-12-23,22.0,LS-27,NV-4
OP-11431,CL-00324,BU-01,Won,TY-00,67093.19,67093.19,0.2,RE-02,TE-02,IN-25,2020-07-28,2020-12-18,143.0,LS-19,NV-2
OP-11432,CL-00324,BU-01,Won,TY-00,197390.12,197390.12,0.17,RE-02,TE-07,IN-24,2020-09-20,2020-10-28,38.0,LS-34,NV-1
OP-11433,CL-00324,BU-01,Lost,TY-00,223643.98,223643.98,0.19,RE-02,TE-15,IN-50,2020-05-18,2020-10-09,144.0,LS-27,NV-0
OP-11434,CL-00324,BU-01,Won,TY-00,32088.05,32088.05,0.08,RE-02,TE-13,IN-57,2020-10-30,2020-11-25,26.0,LS-33,NV-0
OP-11435,CL-00324,BU-01,Won,TY-00,38408.42,38408.42,0.26,RE-02,TE-12,IN-20,2020-07-02,2020-08-14,43.0,LS-02,NV-1
OP-11436,CL-00324,BU-01,Lost,TY-00,52507.72,52507.72,0.16,RE-02,TE-07,IN-22,2020-03-02,2020-08-14,165.0,LS-07,NV-0
OP-11437,CL-00324,BU-01,Lost,TY-05,437564.31,437564.31,0.27,RE-02,TE-12,IN-34,2019-05-01,2020-07-23,449.0,LS-15,NV-2
OP-11438,CL-00324,BU-01,Won,TY-00,126736.57,274595.91,0.15,RE-02,TE-15,IN-61,2020-01-05,2020-07-13,190.0,LS-09,NV-0
OP-11439,CL-00324,BU-01,Won,TY-00,92374.69,92374.69,0.19,RE-02,TE-04,IN-41,2020-05-13,2020-06-10,28.0,LS-17,NV-1
OP-11440,CL-00324,BU-01,Lost,TY-00,145854.77,145854.77,0.22,RE-02,TE-09,IN-03,2019-09-01,2020-03-18,199.0,LS-16,NV-1
OP-11441,CL-00324,BU-01,Lost,TY-05,291709.54,875128.62,0.07,RE-02,TE-07,IN-04,2019-02-10,2020-04-04,419.0,LS-10,NV-4
OP-11442,CL-00324,BU-01,Lost,TY-00,286653.24,286653.24,0.2,RE-02,TE-02,IN-08,2019-12-01,2020-01-28,58.0,LS-23,NV-1
OP-11443,CL-00324,BU-01,Won,TY-00,77789.21,77789.21,0.14,RE-02,TE-07,IN-11,2019-12-04,2020-02-10,68.0,LS-26,NV-4
OP-11444,CL-00324,BU-01,Won,TY-05,1509596.87,1509596.87,0.09,RE-02,TE-03,IN-11,2017-12-19,2019-12-18,729.0,LS-01,NV-4
OP-11445,CL-00324,BU-01,Won,TY-00,267400.41,267400.41,0.13,RE-02,TE-01,IN-19,2019-10-15,2019-11-02,18.0,LS-03,NV-0
OP-11446,CL-00324,BU-01,Won,TY-00,267400.41,267400.41,0.08,RE-02,TE-02,IN-10,2019-10-25,2019-11-12,18.0,LS-22,NV-2
OP-11447,CL-00324,BU-01,Won,TY-00,194473.03,194473.03,0.09,RE-02,TE-15,IN-10,2019-08-11,2019-09-20,40.0,LS-01,NV-4
OP-11448,CL-00324,BU-01,Lost,TY-05,1899126.34,4543181.61,0.08,RE-02,TE-03,IN-21,2019-04-08,2019-12-01,237.0,LS-03,NV-1
OP-11449,CL-00324,BU-01,Lost,TY-00,145854.77,145854.77,0.16,RE-02,TE-08,IN-34,2019-06-04,2019-09-16,104.0,LS-21,NV-2
OP-11450,CL-00324,BU-01,Won,TY-00,224616.35,449232.69,0.24,RE-02,TE-03,IN-64,2019-05-20,2019-09-01,104.0,LS-18,NV-3
OP-11451,CL-00324,BU-01,Won,TY-00,116683.82,398669.7,0.18,RE-02,TE-08,IN-58,2018-04-21,2019-07-17,452.0,LS-24,NV-3
OP-11452,CL-00324,BU-01,Lost,TY-00,291709.54,291709.54,0.26,RE-02,TE-07,IN-39,2019-04-18,2019-07-19,92.0,LS-35,NV-0
OP-11453,CL-00324,BU-01,Lost,TY-00,68065.56,68065.56,0.1,RE-02,TE-01,IN-17,2019-05-25,2019-08-25,92.0,LS-24,NV-3
OP-11454,CL-00324,BU-01,Won,TY-00,17016.39,17016.39,0.21,RE-02,TE-13,IN-32,2019-04-25,2019-07-11,77.0,LS-25,NV-2
OP-11455,CL-00324,BU-01,Lost,TY-05,486182.57,1944730.27,0.09,RE-02,TE-11,IN-21,2018-01-14,2019-07-22,554.0,LS-15,NV-2
OP-11456,CL-00324,BU-01,Won,TY-00,80706.31,80706.31,0.21,RE-02,TE-01,IN-48,2019-04-03,2019-05-18,45.0,LS-03,NV-1
OP-11457,CL-00324,BU-01,Won,TY-00,170163.9,170163.9,0.06,RE-02,TE-14,IN-09,2018-10-18,2019-03-28,161.0,LS-31,NV-3
OP-11458,CL-00324,BU-01,Won,TY-05,379222.4,379222.4,0.25,RE-02,TE-13,IN-14,2018-10-10,2019-01-18,100.0,LS-25,NV-3
OP-11459,CL-00324,BU-01,Lost,TY-04,841095.84,841095.84,0.19,RE-02,TE-12,IN-36,2018-02-08,2018-11-01,266.0,LS-23,NV-1
OP-11460,CL-00324,BU-01,Lost,TY-05,1555784.21,1935006.62,0.12,RE-02,TE-12,IN-14,2017-04-04,2018-10-11,555.0,LS-33,NV-2
OP-11461,CL-00324,BU-01,Won,TY-00,170163.9,170163.9,0.09,RE-02,TE-11,IN-05,2018-07-19,2018-11-16,120.0,LS-18,NV-2
OP-11462,CL-00324,BU-01,Won,TY-00,291709.54,291709.54,0.19,RE-02,TE-04,IN-48,2018-03-19,2018-09-26,191.0,LS-00,NV-4
OP-11463,CL-00324,BU-01,Won,TY-00,233367.63,233367.63,0.27,RE-02,TE-06,IN-37,2018-08-07,2018-11-11,96.0,LS-18,NV-0
OP-11464,CL-00324,BU-01,Won,TY-00,184749.38,184749.38,0.2,RE-02,TE-07,IN-51,2018-09-12,2018-11-01,50.0,LS-03,NV-1
OP-11465,CL-00324,BU-01,Lost,TY-00,121545.64,121545.64,0.17,RE-02,TE-03,IN-08,2018-10-04,2018-11-28,55.0,LS-12,NV-3
OP-11466,CL-00324,BU-01,Lost,TY-00,17988.75,17988.75,0.23,RE-02,TE-04,IN-24,2018-01-22,2018-08-28,218.0,LS-32,NV-3
OP-11467,CL-00324,BU-01,Lost,TY-05,0.0,972365.13,0.3,RE-02,TE-14,IN-20,2017-12-28,2018-09-11,257.0,LS-04,NV-4
OP-11468,CL-00324,BU-01,Won,TY-00,82651.04,82651.04,0.07,RE-02,TE-00,IN-26,2018-03-15,2018-07-05,112.0,LS-04,NV-0
OP-11469,CL-00324,BU-01,Lost,TY-04,136131.12,136131.12,0.09,RE-02,TE-08,IN-31,2018-04-24,2018-06-18,55.0,LS-23,NV-4
OP-11470,CL-00324,BU-01,Won,TY-00,24503.6,24503.6,0.29,RE-02,TE-14,IN-47,2018-07-21,2018-07-29,8.0,LS-03,NV-4
OP-11471,CL-00324,BU-01,Won,TY-00,116683.82,116683.82,0.06,RE-02,TE-12,IN-14,2018-04-07,2018-05-01,24.0,LS-16,NV-2
OP-11472,CL-00324,BU-01,Won,TY-04,194473.03,194473.03,0.29,RE-02,TE-15,IN-28,2018-01-19,2018-04-30,101.0,LS-08,NV-3
OP-11473,CL-00324,BU-01,Won,TY-00,213920.33,213920.33,0.07,RE-02,TE-10,IN-05,2018-01-11,2018-03-08,56.0,LS-04,NV-2
OP-11474,CL-00324,BU-01,Won,TY-00,24309.13,24309.13,0.17,RE-02,TE-03,IN-04,2017-10-28,2017-10-31,3.0,LS-33,NV-0
OP-11475,CL-00324,BU-01,S3,TY-05,2575471.12,4342582.69,0.28,RE-02,TE-02,IN-43,2023-02-21,2024-09-02,253.0,LS-05,NV-0
OP-11476,CL-00324,BU-01,S2,TY-05,291709.54,583419.08,0.12,RE-02,TE-04,IN-60,2022-04-04,2024-05-25,568.0,LS-01,NV-1
OP-11477,CL-00324,BU-01,S2,TY-05,194473.03,388946.05,0.16,RE-02,TE-02,IN-24,2021-12-31,2024-04-23,691.0,LS-02,NV-2
OP-11478,CL-00324,BU-01,S3,TY-00,437769.02,859570.78,0.07,RE-02,TE-06,IN-12,2023-07-22,2024-03-14,111.0,LS-29,NV-3
OP-11479,CL-00324,BU-01,S3,TY-00,97236.51,97236.51,0.23,RE-02,TE-05,IN-42,2023-10-16,2024-01-08,33.0,LS-08,NV-4
OP-11480,CL-00324,BU-01,S5,TY-00,486184.51,486184.51,0.06,RE-02,TE-04,IN-31,2022-04-26,2023-09-24,484.0,LS-03,NV-4
OP-11481,CL-00324,BU-01,Won,TY-00,97236.51,97236.51,0.17,RE-02,TE-00,IN-64,2023-10-07,2023-10-22,15.0,LS-33,NV-0
OP-11482,CL-00324,BU-01,Won,TY-00,400385.65,1701638.98,0.08,RE-02,TE-07,IN-13,2023-03-28,2023-06-30,94.0,LS-23,NV-2
OP-11483,CL-00324,BU-01,Won,TY-00,252814.93,252814.93,0.19,RE-02,TE-11,IN-13,2023-06-20,2023-08-23,64.0,LS-03,NV-4
OP-11484,CL-00324,BU-01,Won,TY-00,217809.79,272262.24,0.21,RE-02,TE-11,IN-57,2023-06-02,2023-06-10,8.0,LS-12,NV-2
OP-11485,CL-00324,BU-01,Won,TY-00,194473.03,194473.03,0.23,RE-02,TE-07,IN-63,2023-04-09,2023-06-05,57.0,LS-15,NV-4
OP-11486,CL-00324,BU-01,Lost,TY-00,243091.28,243091.28,0.23,RE-02,TE-12,IN-20,2022-07-19,2023-07-27,373.0,LS-32,NV-0
OP-11487,CL-00324,BU-01,Won,TY-00,850819.49,850819.49,0.2,RE-02,TE-01,IN-21,2023-02-28,2023-07-12,134.0,LS-06,NV-1
OP-11488,CL-00324,BU-01,Lost,TY-00,106960.16,320880.49,0.23,RE-02,TE-05,IN-03,2023-04-08,2023-04-24,16.0,LS-32,NV-3
OP-11489,CL-00324,BU-01,Won,TY-00,107446.35,107446.35,0.17,RE-02,TE-06,IN-07,2023-05-20,2023-06-08,19.0,LS-30,NV-2
OP-11490,CL-00324,BU-01,Won,TY-00,34032.78,34032.78,0.15,RE-02,TE-05,IN-46,2023-04-06,2023-05-16,40.0,LS-27,NV-1
OP-11491,CL-00324,BU-01,Won,TY-00,189611.2,189611.2,0.09,RE-02,TE-03,IN-02,2022-12-27,2023-02-12,47.0,LS-06,NV-1
OP-11492,CL-00324,BU-01,Won,TY-00,627175.51,627175.51,0.1,RE-02,TE-07,IN-53,2022-11-16,2023-02-13,89.0,LS-14,NV-1
OP-11493,CL-00324,BU-01,Lost,TY-00,111821.99,111821.99,0.2,RE-02,TE-00,IN-27,2023-03-01,2023-03-02,1.0,LS-23,NV-0
OP-11494,CL-00324,BU-01,Won,TY-00,627175.51,627175.51,0.17,RE-02,TE-02,IN-06,2023-02-18,2023-02-25,7.0,LS-34,NV-1
OP-11495,CL-00324,BU-01,Won,TY-00,189611.2,189611.2,0.13,RE-02,TE-01,IN-62,2022-11-23,2022-12-09,16.0,LS-13,NV-4
OP-11496,CL-00324,BU-01,Won,TY-00,401392.33,401392.33,0.1,RE-02,TE-04,IN-02,2022-06-04,2023-01-03,213.0,LS-04,NV-0
OP-11497,CL-00324,BU-01,Lost,TY-00,243091.28,243091.28,0.28,RE-02,TE-07,IN-51,2022-05-18,2022-12-10,206.0,LS-14,NV-2
OP-11498,CL-00324,BU-01,Lost,TY-00,121545.64,121545.64,0.15,RE-02,TE-12,IN-58,2022-05-30,2022-12-21,205.0,LS-18,NV-2
OP-11499,CL-00324,BU-01,Won,TY-05,777892.11,2333676.32,0.25,RE-02,TE-15,IN-28,2022-07-31,2023-01-10,163.0,LS-04,NV-1
OP-11500,CL-00324,BU-01,Won,TY-00,97236.51,97236.51,0.28,RE-02,TE-07,IN-44,2022-10-02,2022-11-27,56.0,LS-18,NV-4
OP-11501,CL-00324,BU-01,Won,TY-00,38894.61,38894.61,0.14,RE-02,TE-15,IN-30,2022-09-11,2022-09-24,13.0,LS-10,NV-0
OP-11502,CL-00324,BU-01,Won,TY-00,58341.91,58341.91,0.1,RE-02,TE-04,IN-16,2022-11-18,2022-12-09,21.0,LS-04,NV-2
OP-11503,CL-00324,BU-01,Won,TY-00,209058.5,209058.5,0.24,RE-02,TE-02,IN-36,2022-06-05,2022-12-11,189.0,LS-32,NV-3
OP-11504,CL-00324,BU-01,Won,TY-00,121545.64,121545.64,0.07,RE-02,TE-05,IN-01,2022-06-24,2022-11-20,149.0,LS-15,NV-4
OP-11505,CL-00324,BU-01,Won,TY-05,1410415.63,7052078.13,0.08,RE-02,TE-09,IN-43,2022-04-26,2022-08-29,125.0,LS-17,NV-4
OP-11506,CL-00324,BU-01,Won,TY-00,224391.95,243091.28,0.15,RE-02,TE-12,IN-01,2022-07-02,2022-08-10,39.0,LS-13,NV-2
OP-11507,CL-00324,BU-01,Won,TY-00,126407.47,126407.47,0.18,RE-02,TE-01,IN-14,2022-07-21,2022-07-30,9.0,LS-02,NV-3
OP-11508,CL-00324,BU-01,Won,TY-00,737608.41,860543.14,0.17,RE-02,TE-07,IN-44,2021-03-19,2022-09-21,551.0,LS-24,NV-4
OP-11509,CL-00324,BU-01,Won,TY-00,98732.46,106960.16,0.25,RE-02,TE-07,IN-02,2022-04-30,2022-06-26,57.0,LS-15,NV-3
